n,theta,r,t,toughness_cid1,toughness_cid2,toughness_cid3,toughness_mean,toughness_median,toughness_std
8,150,2.5,1.05,27.0706717,26.02590333,28.80428434,27.300286456666665,27.0706717,1.403350441458396
8,150,2.5,1.4,22.86899577,22.09771915,23.14973202,22.705482313333334,22.86899577,0.5447341163767149
8,175,1.6,0.7,14.02868913,14.86447757,9.44977179,12.780979496666667,14.02868913,2.9150204403787554
8,175,1.6,1.05,20.02470101,15.34889878,13.35499867,16.242866153333335,15.34889878,3.423538458158276
8,175,1.6,1.4,18.21306351,17.15394636,12.54898462,15.971998163333334,17.15394636,3.011344977371174
8,175,1.8,0.7,17.80463232,19.22644436,9.934021545,15.655032741666666,17.80463232,5.005283628682919
8,175,1.8,1.05,22.26115859,22.3220811,22.54772138,22.37698702333333,22.3220811,0.15096540486469145
8,175,1.8,1.4,17.92242904,21.84879449,19.39221531,19.72114628,19.39221531,1.9837421957016688
8,175,2.0,0.7,20.52712839,20.54196691,19.87380413,20.314299809999998,20.52712839,0.38155258941978704
8,175,2.0,1.05,26.43476973,26.72247017,30.09047112,27.749237006666664,26.72247017,2.0326646958785006
8,175,2.0,1.4,30.62884765,23.21122474,35.5636307,29.801234363333332,30.62884765,6.2176515714826985
8,175,2.2,0.7,23.87569613,23.2372288,21.70413423,22.939019720000005,23.2372288,1.1160720240776298
8,175,2.2,1.05,27.13847058,26.01821757,26.32360299,26.493430380000003,26.32360299,0.5791137266540773
8,175,2.2,1.4,21.95018747,19.7140267,21.14495698,20.936390383333332,21.14495698,1.132576163556157
8,175,2.4,0.7,24.93067951,25.64329154,25.05996553,25.21131219333333,25.05996553,0.3796489637833613
8,175,2.4,1.05,26.48945395,26.50821912,26.33490468,26.444192583333336,26.48945395,0.09511002713977725
8,175,2.4,1.4,19.63858649,19.13097189,26.17297952,21.647512633333335,19.63858649,3.9273790308895125
8,200,1.5,0.7,18.25283987,19.46653587,19.75280611,19.157393950000003,19.46653587,0.7963361258356307
8,200,1.5,1.05,13.14853798,17.70714249,13.41499684,14.756892436666666,13.41499684,2.558462744288672
8,200,1.5,1.4,16.80890649,20.48806195,15.70872909,17.668565843333333,16.80890649,2.5029515176085724
8,200,1.7,0.7,21.76204542,22.59783182,21.33334446,21.89774056666667,21.76204542,0.6430722747262618
8,200,1.7,1.05,19.95473314,17.83604297,13.53689275,17.109222953333333,17.83604297,3.270071760733904
8,200,1.7,1.4,28.41190008,26.83157947,12.99023395,22.74457116666667,26.83157947,8.48437824533619
8,200,1.9,0.7,23.99916942,21.81119228,21.89667604,22.569012580000003,21.89667604,1.2392894369577374
8,200,1.9,1.05,22.51447703,22.75433722,22.53879111,22.60253512,22.53879111,0.13202538314608053
8,200,1.9,1.4,22.81980479,37.84739581,21.90320458,27.52346839333333,22.81980479,8.952521821514555
8,200,2.1,0.7,26.42427769,24.42026279,25.87711604,25.573885506666667,25.87711604,1.0358477190758868
8,200,2.1,1.05,23.00800265,22.7586222,22.34457401,22.703732953333333,22.7586222,0.33510298736774796
8,200,2.1,1.4,20.86879417,20.4701461,20.82277737,20.72057254666667,20.82277737,0.21809273340285695
8,200,2.3,0.7,29.49732455,28.6733806,25.5377981,27.902834416666668,28.6733806,2.0892028366220394
8,200,2.3,1.05,23.05055265,21.90408288,23.16218558,22.705607036666667,23.05055265,0.69638079242269
8,200,2.3,1.4,19.78231941,19.88240753,21.21698051,20.29390248333333,19.88240753,0.8009739012148924
8,200,2.5,0.7,31.08251055,30.67888973,31.19337179,30.984924023333335,31.08251055,0.2707679729133569
8,200,2.5,1.05,21.36694488,20.91814908,23.35022337,21.87843911,21.36694488,1.2942048132008395
8,200,2.5,1.4,2.45140065,18.91718213,22.21883225,14.529138343333335,18.91718213,10.589099783288832
10,0,1.5,0.7,2.37024162,2.68874185,2.484941625,2.514641698333333,2.484941625,0.16131388624206314
10,0,1.5,1.05,2.465344685,3.23580922,1.995446115,2.56553334,2.465344685,0.6262215925727427
10,0,1.5,1.4,1.902319725,2.32434983,1.59246101,1.9397101883333334,1.902319725,0.3673742591301942
10,0,1.7,0.7,15.43857988,5.065268035,3.93400999,8.145952635,5.065268035,6.340878905323892
10,0,1.7,1.05,5.526309155,2.000912255,4.202121115,3.9097808416666666,4.202121115,1.7807871720651682
10,0,1.7,1.4,1.8278817,2.13757049,2.09316675,2.0195396466666664,2.09316675,0.1674589484675543
10,0,1.9,0.7,20.12095256,18.42932606,6.404926035,14.985068218333334,18.42932606,7.478604814304446
10,0,1.9,1.05,1.909063605,1.76896569,2.301721065,1.9932501200000001,1.909063605,0.276174943430304
10,0,1.9,1.4,1.835869325,2.00238821,2.207163845,2.01514046,2.00238821,0.18597545551914776
10,0,2.1,0.7,10.91442134,25.38932774,19.13454141,18.479430163333333,19.13454141,7.259656113158673
10,0,2.1,1.05,1.472520425,2.0328948,1.59126824,1.6988944883333332,1.59126824,0.29528362134885056
10,0,2.1,1.4,1.497575625,1.49585066,1.47175539,1.4883938916666668,1.49585066,0.014435154288976614
10,0,2.3,0.7,37.2159395,2.030986995,8.552942635,15.933289709999999,8.552942635,18.71756829573148
10,0,2.3,1.05,1.447227795,1.57286967,1.48189301,1.5006634916666668,1.48189301,0.0648900487353639
10,0,2.3,1.4,1.27589006,1.239645215,1.22052988,1.2453550516666667,1.239645215,0.028118304687127057
10,0,2.5,0.7,1.8790985,32.49767929,2.17018344,12.18232041,2.17018344,17.594218863819155
10,0,2.5,1.05,1.43131911,1.264971665,1.78869854,1.4949964383333334,1.43131911,0.26760710287111167
10,0,2.5,1.4,1.320330185,1.258602205,1.23106499,1.2699991266666668,1.258602205,0.045710897247856666
10,25,1.6,0.7,3.697126945,3.56665632,3.236290435,3.5000245666666667,3.56665632,0.2375340294598874
10,25,1.6,1.05,6.04913388,4.98293583,4.48764365,5.173237786666667,4.98293583,0.7979499111032816
10,25,1.6,1.4,4.04881531,5.78953103,5.52352907,5.120625136666667,5.52352907,0.9376947739458629
10,25,1.8,0.7,6.947829155,7.640590115,4.301986835,6.296802035,6.947829155,1.761943585515243
10,25,1.8,1.05,7.81723548,8.75533431,7.23375999,7.9354432599999996,7.81723548,0.7676437404553377
10,25,1.8,1.4,8.20748261,7.42388148,6.765780615,7.465714901666666,7.42388148,0.7217608239389284
10,25,2.0,0.7,11.28420063,9.690962805,9.176301185,10.050488206666666,9.690962805,1.0989785727622317
10,25,2.0,1.05,13.41803126,15.07411102,11.53404773,13.342063336666667,13.41803126,1.7712538971963032
10,25,2.0,1.4,1.814660625,14.00846764,8.83892428,8.220684181666668,8.83892428,6.120367472150361
10,25,2.2,0.7,28.61980338,26.9895793,23.76283092,26.45740453333333,26.9895793,2.471831882634245
10,25,2.2,1.05,16.47586264,29.47288901,8.484391765,18.144381138333333,16.47586264,10.593262936192207
10,25,2.2,1.4,1.701154805,27.82813159,1.75988664,10.429724345000002,1.75988664,15.06749127606391
10,25,2.4,0.7,40.1337563,40.29677286,31.26961212,37.23338042666666,40.1337563,5.165417980319686
10,25,2.4,1.05,39.37679974,36.86394767,32.82540015,36.355382520000006,36.86394767,3.3051759455146925
10,25,2.4,1.4,1.47408317,1.48491208,12.38719482,5.11539669,1.48491208,6.297564239364816
10,50,1.5,0.7,1.260503925,1.666033325,0.39829036,1.10827587,1.260503925,0.6474357820460342
10,50,1.5,1.05,2.05605895,1.660144715,1.309078795,1.6750941533333332,1.660144715,0.373714399335666
10,50,1.5,1.4,1.974935335,1.77223072,1.787142455,1.8447695033333333,1.787142455,0.11297321700422548
10,50,1.7,0.7,2.454350585,2.326829455,2.04446714,2.2752157266666666,2.326829455,0.2097596060627911
10,50,1.7,1.05,3.56727412,2.93331449,0.80325155,2.4346133866666664,2.93331449,1.4479234388311986
10,50,1.7,1.4,2.616819025,2.91813294,2.6504243,2.7284587549999997,2.6504243,0.1651198079229657
10,50,1.9,0.7,4.691029555,4.012846955,4.3821171,4.361997870000001,4.3821171,0.3395386536133034
10,50,1.9,1.05,4.199239655,6.327796025,1.884693735,4.137243138333333,4.199239655,2.222199848328208
10,50,1.9,1.4,6.88366734,4.465437585,5.6230742,5.657393041666666,5.6230742,1.2094801049053456
10,50,2.1,0.7,18.14836186,7.8446652,8.18131518,11.391447413333333,8.18131518,5.854080024387952
10,50,2.1,1.05,6.48318302,18.12854522,18.25382211,14.288516783333334,18.12854522,6.759907539498265
10,50,2.1,1.4,1.938137185,9.52971548,8.43650171,6.634784791666667,8.43650171,4.103980158655156
10,50,2.3,0.7,21.43247518,25.46623344,18.80038505,21.89969789,21.43247518,3.3573957891751767
10,50,2.3,1.05,28.25571177,21.92936174,23.0185344,24.401202636666667,23.0185344,3.3822336946218594
10,50,2.3,1.4,1.68978614,1.722331425,18.32694408,7.246353881666667,1.722331425,9.596086397925172
10,50,2.5,0.7,35.44502725,29.85900814,17.63498946,27.646341616666664,29.85900814,9.108857303631288
10,50,2.5,1.05,1.77016859,1.90834218,8.159024855,3.9458452083333335,1.90834218,3.649374608964948
10,50,2.5,1.4,1.362320765,1.37573093,1.883642545,1.5405647466666668,1.37573093,0.29718973722736003
10,75,1.6,0.7,4.15126126,2.801982435,2.55179376,3.1683458183333335,2.801982435,0.8603724004026674
10,75,1.6,1.05,3.87517276,3.65339209,3.982026465,3.836863771666667,3.87517276,0.16763299808883916
10,75,1.6,1.4,14.52642432,4.31146103,0.91748268,6.585122676666667,4.31146103,7.0836414436978465
10,75,1.8,0.7,14.98008309,14.47847228,3.71797517,11.058843513333334,14.47847228,6.36232381891965
10,75,1.8,1.05,14.8352227,13.93280176,13.02729787,13.93177411,13.93280176,0.9039628530979708
10,75,1.8,1.4,16.80488933,17.12357983,15.57363845,16.50070253666667,16.80488933,0.8185210897025735
10,75,2.0,0.7,21.10158681,19.8059104,7.923393555,16.276963588333334,19.8059104,7.263352777210475
10,75,2.0,1.05,21.2147152,20.7149298,19.17797565,20.369206883333334,20.7149298,1.0614707956250755
10,75,2.0,1.4,23.21411872,22.5752033,21.90600339,22.56510847,22.5752033,0.6541160893448491
10,75,2.2,0.7,22.43277946,19.28107221,22.52605105,21.413300906666667,22.43277946,1.8471530279167185
10,75,2.2,1.05,29.38565798,28.25179018,25.9285469,27.85533168666667,28.25179018,1.762324816135435
10,75,2.2,1.4,30.7444312,29.73223526,30.17208591,30.216250790000004,30.17208591,0.5075411881878973
10,75,2.4,0.7,26.05758587,25.08406986,18.19590629,23.112520673333332,25.08406986,4.285645354113163
10,75,2.4,1.05,36.75305072,35.97420333,31.50348043,34.74357816,35.97420333,2.832900596418945
10,75,2.4,1.4,2.00176375,30.4392378,33.23522319,21.892074913333335,30.4392378,17.282150971622148
10,100,1.5,0.7,17.06507599,2.171097245,2.03703113,7.091068121666666,2.171097245,8.638004292021348
10,100,1.5,1.05,18.94962245,2.7742289,16.70525583,12.809702393333334,16.70525583,8.76312396111053
10,100,1.5,1.4,2.53324977,15.19785445,14.96158266,10.897562293333332,14.96158266,7.24467039144505
10,100,1.7,0.7,17.69646839,16.76034382,16.76906101,17.075291073333332,16.76906101,0.5379729931941508
10,100,1.7,1.05,21.07823388,20.03022914,19.32535098,20.144604666666666,20.03022914,0.8820209385855361
10,100,1.7,1.4,17.29897621,15.07295208,18.86877373,17.080234006666668,17.29897621,1.9073415041076212
10,100,1.9,0.7,21.8432857,21.81975966,20.10515772,21.256067693333332,21.81975966,0.9967866841396501
10,100,1.9,1.05,26.46207417,20.94379548,22.11283985,23.172903166666668,22.11283985,2.9078601413468608
10,100,1.9,1.4,22.38864355,23.9046485,22.68859384,22.993961963333334,22.68859384,0.8028107000826639
10,100,2.1,0.7,29.71010653,30.52418574,23.38482757,27.873039946666665,29.71010653,3.9081605639464776
10,100,2.1,1.05,36.53765208,33.63718715,26.33086888,32.16856937,33.63718715,5.259489943022009
10,100,2.1,1.4,26.70796294,24.92273536,23.24464829,24.958448863333334,24.92273536,1.7319335096840214
10,100,2.3,0.7,29.27685436,33.96098349,27.22173275,30.1531902,29.27685436,3.4540336582753506
10,100,2.3,1.05,31.96874948,27.17386938,31.89632291,30.34631392333333,31.89632291,2.7476562171066035
10,100,2.3,1.4,35.05213832,2.3203321,2.769482045,13.380650821666668,2.769482045,18.769402273676345
10,100,2.5,0.7,30.76561245,29.37255341,32.82694581,30.988370556666666,30.76561245,1.7379363031649715
10,100,2.5,1.05,25.82152161,29.32923957,29.88330736,28.344689513333336,29.32923957,2.202618891294523
10,100,2.5,1.4,1.886956525,1.91606742,2.558668295,2.12056408,1.91606742,0.37968847553290297
10,125,1.6,0.7,11.89656028,11.40262133,11.46484409,11.588008566666666,11.46484409,0.26901865700394406
10,125,1.6,1.05,14.16437352,13.71296025,14.31538651,14.064240093333334,14.16437352,0.313447566646167
10,125,1.6,1.4,12.73031194,12.35039804,12.51399667,12.531568883333334,12.51399667,0.1905655526698796
10,125,1.8,0.7,18.74037221,18.51946331,18.52669987,18.595511796666667,18.52669987,0.12550496589173887
10,125,1.8,1.05,20.30153969,18.00891086,18.84357803,19.051342860000002,18.84357803,1.1603496914617966
10,125,1.8,1.4,17.24241632,15.23491936,16.15506253,16.21079940333333,16.15506253,1.0049084338331744
10,125,2.0,0.7,27.547945,28.77338471,22.17191514,26.164414949999998,27.547945,3.5114764231514846
10,125,2.0,1.05,30.90801587,27.54808572,25.99219371,28.149431766666666,27.54808572,2.5124768014984715
10,125,2.0,1.4,32.79220122,30.95862624,28.12012429,30.623650583333333,30.95862624,2.3539822063641456
10,125,2.2,0.7,28.65176546,31.19857197,31.32995625,30.393431226666664,31.19857197,1.5097566656059906
10,125,2.2,1.05,30.12516931,29.24878965,31.12102655,30.164995169999997,30.12516931,0.9367536104942206
10,125,2.2,1.4,40.38833175,39.43245728,36.94337918,38.921389403333336,39.43245728,1.7784311438196954
10,125,2.4,0.7,33.29229334,32.36148769,32.85563771,32.83647291333333,32.85563771,0.46569867574585
10,125,2.4,1.05,28.87825012,28.29307961,27.64733324,28.272887656666665,28.29307961,0.6157068113979223
10,125,2.4,1.4,26.01214699,25.60873108,24.46426331,25.361713793333337,25.60873108,0.8029627180864053
10,150,1.5,0.7,5.07192638,14.93511849,17.50682348,12.504622783333334,14.93511849,6.56408017219404
10,150,1.5,1.05,13.95909786,12.49228115,11.86753321,12.77297074,12.49228115,1.0736622633459658
10,150,1.5,1.4,13.76132647,8.683937425,9.39198196,10.612415284999999,9.39198196,2.7499205450611512
10,150,1.7,0.7,23.06744641,19.55310702,22.64905122,21.756534883333334,22.64905122,1.9196573640728336
10,150,1.7,1.05,28.86552639,13.64818818,27.76133619,23.42501692,27.76133619,8.484962825959316
10,150,1.7,1.4,17.14295674,13.60503087,30.75323761,20.500408406666665,17.14295674,9.053706968416165
10,150,1.9,0.7,29.77538936,26.96239796,25.18258923,27.306792183333332,26.96239796,2.3156875424657413
10,150,1.9,1.05,30.79088801,30.80929899,32.25932257,31.28650319,30.80929899,0.8425365871128868
10,150,1.9,1.4,37.60315188,36.36662791,36.26241233,36.74406403999999,36.36662791,0.7458144269223976
10,150,2.1,0.7,29.89276263,26.78225577,26.25669384,27.64390408,26.78225577,1.9652168885386183
10,150,2.1,1.05,28.74855898,28.73448449,27.06739447,28.183479313333333,28.73448449,0.9665834449006369
10,150,2.1,1.4,25.49029507,22.4649818,21.90865338,23.28797675,22.4649818,1.9274412610195508
10,150,2.3,0.7,33.5952381,31.86511689,31.35316374,32.27117291,31.86511689,1.174898071100654
10,150,2.3,1.05,21.73779973,28.47801169,26.99388042,25.736563946666664,26.99388042,3.5416447947272025
10,150,2.3,1.4,18.34570169,19.52456477,18.95177967,18.940682043333332,18.95177967,0.5895098882419173
10,150,2.5,0.7,31.77714475,29.73290818,34.61506059,32.04170450666667,31.77714475,2.4518048326187887
10,150,2.5,1.05,2.180528875,20.76501874,25.0872446,16.010930738333332,20.76501874,12.170884145048122
10,150,2.5,1.4,19.60171103,17.71773594,2.04505332,13.121500096666667,17.71773594,9.638625183716927
10,175,1.6,0.7,22.24623455,19.03429115,23.03021044,21.436912046666666,22.24623455,2.1173320308467978
10,175,1.6,1.05,25.81931546,18.94115364,26.78930236,23.849923819999997,25.81931546,4.278695730778928
10,175,1.6,1.4,23.0666609,22.66918814,24.08115478,23.272334606666664,23.0666609,0.728106244533534
10,175,1.8,0.7,24.879369,24.55388137,24.72800972,24.72042003,24.72800972,0.1628764926761272
10,175,1.8,1.05,28.75976827,27.76586321,32.54962845,29.69175331,28.75976827,2.5243909273220577
10,175,1.8,1.4,39.76854173,24.01394741,41.38951944,35.057336193333335,39.76854173,9.598136227881358
10,175,2.0,0.7,24.75957759,24.69360456,24.41042384,24.621201996666667,24.69360456,0.18549577803199074
10,175,2.0,1.05,23.18499775,25.18533206,24.18133668,24.18388883,24.18133668,1.0001695971399103
10,175,2.0,1.4,20.94242387,21.50663856,34.30511905,25.58472716,21.50663856,7.557348118916205
10,175,2.2,0.7,26.75827735,26.37707803,26.09665248,26.410669286666664,26.37707803,0.33208906417400114
10,175,2.2,1.05,21.54047674,20.34512214,22.71365938,21.533086086666668,21.54047674,1.1842859159148278
10,175,2.2,1.4,14.86050651,17.46738938,24.91481805,19.080904646666667,17.46738938,5.217745564194281
10,175,2.4,0.7,28.79159634,28.4968647,28.60261435,28.630358463333334,28.60261435,0.14931171009924957
10,175,2.4,1.05,16.63769652,23.20004315,21.88111405,20.57295124,21.88111405,3.4712484463328774
10,175,2.4,1.4,1.94975736,1.8880219,16.87573066,6.904503306666666,1.94975736,8.635391364359377
10,200,1.5,0.7,26.57207203,25.09012174,24.87143932,25.51121103,25.09012174,0.9252162159165903
10,200,1.5,1.05,30.13790411,30.34804809,23.6502444,28.04539886666667,30.13790411,3.8077653830662324
10,200,1.5,1.4,32.46480467,29.60248144,30.34241852,30.803234876666664,30.34241852,1.485761540146354
10,200,1.7,0.7,25.74684893,24.87442237,22.84413083,24.488467376666666,24.87442237,1.4893502055178627
10,200,1.7,1.05,23.47800227,24.17798621,25.15946955,24.271819343333334,24.17798621,0.844651730662415
10,200,1.7,1.4,48.06433862,47.68481323,23.55279285,39.7673149,47.68481323,14.043470150317757
10,200,1.9,0.7,26.99685194,26.53648934,24.82666369,26.12000165666667,26.53648934,1.143470923498184
10,200,1.9,1.05,21.68353378,20.68534785,20.82860256,21.065828063333335,20.82860256,0.539722838396067
10,200,1.9,1.4,20.33871995,20.81778208,19.70498165,20.287161226666665,20.33871995,0.5581889695397686
10,200,2.1,0.7,30.02929235,28.88119233,27.94340729,28.951297323333332,28.88119233,1.0447081666429623
10,200,2.1,1.05,20.59749653,19.93064439,19.37243051,19.966857143333332,19.93064439,0.6133353169088225
10,200,2.1,1.4,17.54910594,15.51392334,16.46835299,16.510460756666667,16.46835299,1.0182444951218403
10,200,2.3,0.7,33.18631766,31.56649514,32.16715351,32.30665543666667,32.16715351,0.8188722975730536
10,200,2.3,1.05,19.73466771,18.30526454,18.66841468,18.902782310000003,18.66841468,0.7429633201547536
10,200,2.3,1.4,1.543837075,11.63060955,19.93479405,11.036413558333335,11.63060955,9.20986570322607
10,200,2.5,0.7,32.53028312,34.57712647,36.31708483,34.47483147333333,34.57712647,1.895472236006638
10,200,2.5,1.05,14.83241934,23.0289247,2.874153325,13.578499121666667,14.83241934,10.135725885701955
10,200,2.5,1.4,2.119129425,1.861004645,2.48323922,2.1544577633333333,2.119129425,0.3126180340261956
12,0,1.5,0.7,2.710077215,2.217989635,2.817184975,2.5817506083333335,2.710077215,0.3195458532877011
12,0,1.5,1.05,3.382610125,2.57400154,2.8202735,2.925628388333333,2.8202735,0.4144715916751381
12,0,1.5,1.4,1.879645105,2.22740741,1.94721929,2.018090601666667,1.94721929,0.18439553223368407
12,0,1.7,0.7,4.848634005,2.798259365,2.837285865,3.4947264116666665,2.837285865,1.1726807303737052
12,0,1.7,1.05,2.042897735,1.95356353,1.65020764,1.8822229683333334,1.95356353,0.2058360621513243
12,0,1.7,1.4,1.614795695,1.71814353,1.79740427,1.7101144983333334,1.71814353,0.09156867328956396
12,0,1.9,0.7,5.787094095,6.996048425,7.80562971,6.8629240766666655,6.996048425,1.0158312243405585
12,0,1.9,1.05,1.45487696,1.638178305,1.83451679,1.6425240183333336,1.638178305,0.18985722016528325
12,0,1.9,1.4,1.37488409,1.502285125,1.573231545,1.48346692,1.502285125,0.10050384000529926
12,0,2.1,0.7,2.53720665,8.205917015,2.102801175,4.281974946666667,2.53720665,3.405167844013648
12,0,2.1,1.05,1.54752002,1.403615165,8.535636925,3.828924036666667,1.54752002,4.076767936947782
12,0,2.1,1.4,1.268136685,1.28903732,1.41095575,1.3227099183333335,1.28903732,0.0771343259564577
12,0,2.3,0.7,1.596147205,1.80559346,21.10118362,8.167641428333333,1.80559346,11.201265649521474
12,0,2.3,1.05,1.311584905,1.353783275,1.371921215,1.3457631316666667,1.353783275,0.03095738361715079
12,0,2.3,1.4,1.538662875,1.158633795,1.305498525,1.334265065,1.305498525,0.19164070752084558
12,0,2.5,0.7,1.600953855,1.51381865,32.83765951,11.984144005,1.600953855,18.05972673724451
12,0,2.5,1.05,1.140192515,1.28789654,1.307638845,1.2452426333333333,1.28789654,0.09151002771862629
12,0,2.5,1.4,1.094330115,1.18235387,1.138089705,1.1382578966666668,1.138089705,0.04401211852890701
12,25,1.6,0.7,3.283366465,2.81568514,1.904929865,2.667993823333333,2.81568514,0.7009860261224471
12,25,1.6,1.05,3.947534815,2.39229897,3.52213153,3.2873217716666665,3.52213153,0.8037669751548857
12,25,1.6,1.4,4.05098771,2.66575283,1.38790277,2.70154777,2.66575283,1.3319032651476248
12,25,1.8,0.7,21.23499458,10.96776871,5.997701515,12.733488268333334,10.96776871,7.770591943744369
12,25,1.8,1.05,6.942361015,4.806190225,4.88818575,5.545578996666667,4.88818575,1.2103432660136184
12,25,1.8,1.4,1.79896845,3.765164815,7.573931395,4.3793548866666665,3.765164815,2.9360639191153854
12,25,2.0,0.7,29.74137126,8.574036075,12.52197107,16.945792801666666,12.52197107,11.255739369037888
12,25,2.0,1.05,19.94002746,9.426500365,11.66128167,13.675936498333334,11.66128167,5.538744311874298
12,25,2.0,1.4,1.476944155,1.81290671,13.06205261,5.4506344916666665,1.81290671,6.593821504913539
12,25,2.2,0.7,46.13158384,33.4553499,37.68724288,39.09139220666667,37.68724288,6.45371623361965
12,25,2.2,1.05,1.484047405,1.462283295,33.68153487,12.209288523333333,1.484047405,18.59551399660886
12,25,2.2,1.4,1.277472645,1.90966783,1.891449785,1.6928634200000001,1.891449785,0.35985427086145716
12,25,2.4,0.7,50.29350783,32.15487672,50.83130521,44.426563253333335,50.29350783,10.630993569971706
12,25,2.4,1.05,1.366536405,1.6005787,10.10799107,4.358368725,1.6005787,4.9806939056274775
12,25,2.4,1.4,1.221183055,1.22288414,1.300664185,1.2482437933333332,1.22288414,0.04540535782712611
12,50,1.5,0.7,3.0627593,3.05250575,1.16333293,2.4261993266666666,3.05250575,1.093686397325252
12,50,1.5,1.05,2.44075017,1.391692875,3.115892155,2.3161117333333334,2.44075017,0.8688307339229907
12,50,1.5,1.4,3.972113785,1.58716356,2.65670081,2.738659385,2.65670081,1.1945856185070665
12,50,1.7,0.7,3.64365483,3.26030678,4.555843875,3.819935161666667,3.64365483,0.6655149567287291
12,50,1.7,1.05,13.44766539,6.01849178,2.579712,7.348623056666667,6.01849178,5.554731283480623
12,50,1.7,1.4,4.728461135,3.17396336,4.76844995,4.223624815,4.728461135,0.9092533496863311
12,50,1.9,0.7,20.98779674,5.90276535,9.916262775,12.268941621666665,9.916262775,7.812865436316303
12,50,1.9,1.05,22.76612895,5.72380911,16.58984522,15.026594426666668,16.58984522,8.62803460611728
12,50,1.9,1.4,6.8981237,15.62069471,8.952703645,10.490507351666666,8.952703645,4.560092261818988
12,50,2.1,0.7,30.82322728,9.29026404,8.43442134,16.182637553333333,9.29026404,12.68634176349585
12,50,2.1,1.05,27.90628977,10.60761289,23.66746768,20.727123446666667,23.66746768,9.01638916681917
12,50,2.1,1.4,1.4467511,22.63830231,1.57108567,8.55204636,1.57108567,12.19921390041207
12,50,2.3,0.7,33.47814198,17.4591797,11.1407421,20.692687926666665,17.4591797,11.514405757080855
12,50,2.3,1.05,2.69682508,18.90567656,37.08072058,19.561074073333334,18.90567656,17.201314684177273
12,50,2.3,1.4,1.35477584,1.74107211,25.79438494,9.63007763,1.74107211,14.000033189644356
12,50,2.5,0.7,35.85667806,33.0137716,35.87166052,34.914036726666666,35.85667806,1.645694923807577
12,50,2.5,1.05,1.36576364,2.0703271,1.44766338,1.62791804,1.44766338,0.3853196389110989
12,50,2.5,1.4,1.24842055,1.302218465,1.492311205,1.3476500733333332,1.302218465,0.1281354212382248
12,75,1.6,0.7,16.22990609,2.43280957,2.117595435,6.926770365,2.43280957,8.05829328865948
12,75,1.6,1.05,17.18445948,15.31898925,3.363703575,11.955717435000002,15.31898925,7.499134711590274
12,75,1.6,1.4,12.94250759,2.38991713,14.92657584,10.08633352,12.94250759,6.738712832682513
12,75,1.8,0.7,18.88295428,16.34781985,4.903521785,13.378098638333334,16.34781985,7.447856488737729
12,75,1.8,1.05,22.02190688,5.086568105,16.55792988,14.555468288333335,16.55792988,8.64342606699333
12,75,1.8,1.4,16.51580642,17.76506143,14.25681865,16.179228833333333,16.51580642,1.778174683415637
12,75,2.0,0.7,21.58189617,17.19897909,24.55175934,21.110878200000002,21.58189617,3.69895090495193
12,75,2.0,1.05,32.22906249,32.17184556,25.44355022,29.948152756666662,32.17184556,3.901205128454217
12,75,2.0,1.4,2.467981245,17.65870961,15.99058804,12.039092965,15.99058804,8.330683769092177
12,75,2.2,0.7,35.79146501,19.73401949,33.17701842,29.567500973333335,33.17701842,8.61579081136986
12,75,2.2,1.05,40.86827958,27.71886967,36.28859878,34.958582676666666,36.28859878,6.674837254319092
12,75,2.2,1.4,1.49421229,2.75804036,1.790871605,2.014374751666667,1.790871605,0.6608937812216175
12,75,2.4,0.7,43.14528141,45.48213759,41.35446994,43.327296313333335,43.14528141,2.0698447105980464
12,75,2.4,1.05,46.92091161,40.6079649,47.30570731,44.94486127333334,46.92091161,3.7607870914821135
12,75,2.4,1.4,1.48225321,1.60176982,2.155238865,1.7464206316666668,1.60176982,0.35905475340930076
12,100,1.5,0.7,14.69444426,8.892414655,9.29353788,10.960132265,9.29353788,3.2402221401331817
12,100,1.5,1.05,11.49054846,8.88408156,12.11958914,10.831406386666666,11.49054846,1.7155111569698367
12,100,1.5,1.4,10.61172675,9.853825685,11.8038592,10.756470544999999,10.61172675,0.9830415820549325
12,100,1.7,0.7,18.05369099,11.29506672,19.0194704,16.122742703333333,18.05369099,4.208684357044977
12,100,1.7,1.05,19.5094086,13.35318585,17.53314818,16.798580876666666,17.53314818,3.1431610647959483
12,100,1.7,1.4,16.65803788,12.72629473,14.66705747,14.683796693333333,14.66705747,1.9659250241530908
12,100,1.9,0.7,30.06304252,18.6692565,18.74793491,22.49341131,18.74793491,6.5556109604372175
12,100,1.9,1.05,32.71835599,20.39089823,27.97689242,27.028715546666664,27.97689242,6.218185687440442
12,100,1.9,1.4,20.96172303,21.70844968,26.2044042,22.958192303333334,21.70844968,2.8359864123440715
12,100,2.1,0.7,40.47378346,26.18295304,37.41047273,34.689069743333334,37.41047273,7.524060352308322
12,100,2.1,1.05,42.67655245,29.36967361,37.35179195,36.46600600333334,37.35179195,6.697515858368241
12,100,2.1,1.4,2.02024529,39.31829259,24.43435657,21.92429815,24.43435657,18.775286364050988
12,100,2.3,0.7,40.29737022,34.90977982,38.84055602,38.01590202,38.84055602,2.7868572342927873
12,100,2.3,1.05,34.28081129,40.4790107,39.8601446,38.20665553,39.8601446,3.413933004613327
12,100,2.3,1.4,2.70949508,1.843159445,34.17278767,12.908480731666666,2.70949508,18.420523785545733
